horizon,variable,shock,variance_share
20,pinfobs,eb,0.44049395001185776
20,pinfobs,eg,0.001654309612713606
20,pinfobs,eqs,0.19992137327878018
20,pinfobs,em,0.24930965244756367
20,pinfobs,epinf,94.23622473554055
20,pinfobs,ew,4.8391412928627915
20,robs,ea,0.04890950597601542
20,robs,eb,1.8794969686562297
20,robs,eg,0.00807823735802571
20,robs,eqs,0.2751382075540268
20,robs,em,1.6161409301907708
20,robs,epinf,90.67246775960756
20,robs,ew,5.499768390657376
21,dy,ea,1.4013900138296522
21,dy,eb,46.84700387258983
21,dy,eg,2.3640402261536653
21,dy,eqs,10.545430243730292
21,dy,em,8.54177059485771
21,dy,epinf,27.45729438926449
21,dy,ew,2.843070659574366
21,pinfobs,ea,0.03244908356991181
21,pinfobs,eb,0.4302753201257458
21,pinfobs,eg,0.0015984752562725496
21,pinfobs,eqs,0.1988955181565646
21,pinfobs,em,0.25078052282182905
21,pinfobs,epinf,94.33051406455947
21,pinfobs,ew,4.755487015510215
21,robs,ea,0.046803287524769345
21,robs,eb,1.7845505841851677
21,robs,eg,0.007648949773879535
21,robs,eqs,0.2694154996064401
21,robs,em,1.5463564687753646
21,robs,epinf,90.96296012252087
21,robs,ew,5.3822650876135
22,dy,ea,1.402270023052187
22,dy,eb,46.844464354270535
22,dy,eg,2.363761796658536
22,dy,eqs,10.544196551915025
22,dy,em,8.541186341170931
22,dy,epinf,27.45542120520888
22,dy,ew,2.848699727723898
22,pinfobs,ea,0.03169466457806833
22,pinfobs,eb,0.4198562334105496
22,pinfobs,eg,0.0015464065226194585
22,pinfobs,eqs,0.19724317449584974
22,pinfobs,em,0.2515556626451535
22,pinfobs,epinf,94.42504181311887
22,pinfobs,ew,4.673062045228881
22,robs,ea,0.04492452512668726
22,robs,eb,1.698401978123286
22,robs,eg,0.0072612661576592205
22,robs,eqs,0.26450541113000386
22,robs,em,1.4826528040852016
22,robs,epinf,91.23680333843758
22,robs,ew,5.2654506769395875
23,dy,ea,1.403036147199829
23,dy,eb,46.84120951348345
23,dy,eg,2.363499115785129
23,dy,eqs,10.543013549371363
23,dy,em,8.540508222854777
23,dy,epinf,27.453741974348393
23,dy,ew,2.854991476957066
23,pinfobs,ea,0.03098511188077452
23,pinfobs,eb,0.4094751309187472
23,pinfobs,eg,0.0014976911359983114
23,pinfobs,eqs,0.1951370836373635
23,pinfobs,em,0.2517372463444175
23,pinfobs,epinf,94.51899905221892
23,pinfobs,ew,4.592168683863774
23,robs,ea,0.04324209998517653
23,robs,eb,1.6197378372435105
23,robs,eg,0.006909642251373884
23,robs,eqs,0.26013230765461987
23,robs,em,1.424153804498298
23,robs,epinf,91.4956457099852
23,robs,ew,5.150178598381836
24,dy,ea,1.4037108264013016
24,dy,eb,46.83740117773255
24,dy,eg,2.363249184218201
24,dy,eqs,10.541905749149805
24,dy,em,8.539802731080485
24,dy,epinf,27.452296762365787
24,dy,ew,2.861633569051854
24,pinfobs,ea,0.030315431198700244
24,pinfobs,eb,0.39929163874266255
24,pinfobs,eg,0.0014519921939439278
24,pinfobs,eqs,0.19271336847649032
24,pinfobs,em,0.2514222548594883
24,pinfobs,epinf,94.61177754480275
24,pinfobs,ew,4.513027769725958
24,robs,ea,0.04172978143384764
24,robs,eb,1.547552250122933
24,robs,eg,0.006589489085462988
24,robs,eqs,0.25610582444190355
24,robs,em,1.3701695565807426
24,robs,epinf,91.74075899749127
24,robs,ew,5.037094100843836
25,dy,ea,1.404313350783385
25,dy,eb,46.83323353529912
25,dy,eg,2.363009233035089
25,dy,eqs,10.540904850766019
25,dy,em,8.53910078267731
25,dy,epinf,27.45106136943935
25,dy,ew,2.868376877999711
25,pinfobs,ea,0.029681644760892984
25,pinfobs,eb,0.3894082006806571
25,pinfobs,eg,0.0014090323544645807
25,pinfobs,eqs,0.19007754431779303
25,pinfobs,em,0.2506984813414935
25,pinfobs,epinf,94.70292950549634
25,pinfobs,ew,4.435795591048359
25,robs,ea,0.04036534776128059
25,robs,eb,1.481057994664751
25,robs,eg,0.006296970349294718
25,robs,eqs,0.2522991063446442
25,robs,em,1.3201498574472317
25,robs,epinf,91.97315813015375
25,robs,ew,4.926672593279037
26,dy,ea,1.404860029658231
26,dy,eb,46.82888894086322
26,dy,eg,2.3627774454507025
26,dy,eqs,10.54004179353705
26,dy,em,8.538418173298556
26,dy,epinf,27.449975002085488
26,dy,ew,2.8750386151067517
26,pinfobs,ea,0.029080542825686135
26,pinfobs,eb,0.379886506401607
26,pinfobs,eg,0.001368580083174795
26,pinfobs,eqs,0.18731023211159314
26,pinfobs,em,0.2496428767763848
26,pinfobs,epinf,94.79213348287972
26,pinfobs,ew,4.360577778921836
26,robs,ea,0.03912990716832004
26,robs,eb,1.4196235558452828
26,robs,eg,0.006028851121605078
26,robs,eqs,0.2486311170178725
26,robs,em,1.273649552787216
26,robs,epinf,92.19368481839335
26,robs,ew,4.819252197666361
27,dy,ea,1.4053645491088864
27,dy,eb,46.82451929700127
27,dy,eg,2.36255320886933
27,dy,eqs,10.53934154602585
27,dy,em,8.537765323716108
27,dy,epinf,27.448960948808683
27,dy,ew,2.881495126469881
27,pinfobs,ea,0.02850948893419196
27,pinfobs,eb,0.37075966854371045
27,pinfobs,eg,0.0013304385554946704
27,pinfobs,eqs,0.18447221697516678
27,pinfobs,em,0.24832135599922983
27,pinfobs,epinf,94.87916628054637
27,pinfobs,ew,4.287440550445826
27,robs,ea,0.038007357052115456
27,robs,eb,1.362729274650516
27,robs,eg,0.005782382805530172
27,robs,eqs,0.24505286252804473
27,robs,em,1.2303027847418513
27,robs,epinf,92.40306421468105
27,robs,ew,4.715061123540902
28,dy,ea,1.4058382695763996
28,dy,eb,46.82024069420395
28,dy,eg,2.362336927086113
28,dy,eqs,10.538820219533878
28,dy,em,8.537150759557258
28,dy,epinf,27.447942644841856
28,dy,ew,2.8876704852005326
28,pinfobs,ea,0.027966271649164008
28,pinfobs,eb,0.36204110636781056
28,pinfobs,eg,0.001294437167700361
28,pinfobs,eqs,0.18160873004820732
28,pinfobs,em,0.24678944375910503
28,pinfobs,epinf,94.96388032591474
28,pinfobs,ew,4.216419685093258
28,robs,ea,0.03698394262094874
28,robs,eb,1.309937233056107
28,robs,eg,0.005555214084560681
28,robs,eqs,0.24153703799773535
28,robs,em,1.1898039399695763
28,robs,epinf,92.60194214442356
28,robs,ew,4.614240487847508
29,dy,ea,1.4062904352386256
29,dy,eb,46.81613437167137
29,dy,eg,2.3621295949021364
29,dy,eqs,10.538484095921227
29,dy,em,8.536581538964477
29,dy,epinf,27.446855452555603
29,dy,ew,2.893524510746554
29,pinfobs,ea,0.027448994509914407
29,pinfobs,eb,0.3537309571445341
29,pinfobs,eg,0.001260425296578087
29,pinfobs,eqs,0.17875296310853056
29,pinfobs,em,0.2450933444813904
29,pinfobs,epinf,95.04618570688834
29,pinfobs,ew,4.147527608570729
29,robs,ea,0.03604789025140574
29,robs,eb,1.2608707291321373
29,robs,eg,0.005345320989766682
29,robs,eqs,0.23807048622558938
29,robs,em,1.1518936121709729
29,robs,epinf,92.79090878597086
29,robs,ew,4.516863175259285
30,dy,ea,1.4067283376707043
30,dy,eb,46.81225038845643
30,dy,eg,2.361932330343006
30,dy,eqs,10.538330086859924
30,dy,em,8.53606261483446
30,dy,epinf,27.445654152669075
30,dy,ew,2.899042089166415
30,pinfobs,ea,0.026955996145072707
30,pinfobs,eb,0.34582066477336165
30,pinfobs,eg,0.0012282678443182034
30,pinfobs,eqs,0.1759288901322957
30,pinfobs,em,0.24327117013359478
30,pinfobs,epinf,95.12603607990921
30,pinfobs,ew,4.080758931062145
30,robs,ea,0.03518909974186012
30,robs,eb,1.2152002980824816
30,robs,eg,0.0051509513069807845
30,robs,eqs,0.23464886281098185
30,robs,em,1.1163482896126247
30,robs,epinf,92.97051320678825
30,robs,ew,4.42294929165683
31,dy,ea,1.4071574785888532
31,dy,eb,46.8086122643319
31,dy,eg,2.361745990680945
31,dy,eqs,10.538347119835123
31,dy,em,8.53559616546096
31,dy,epinf,27.44431644275905
31,dy,ew,2.904224538343174
31,pinfobs,ea,0.026485793384764814
31,pinfobs,eb,0.3382962367153028
31,pinfobs,eg,0.0011978421196844268
31,pinfobs,eqs,0.1731534949092314
31,pinfobs,em,0.2413541667039148
31,pinfobs,epinf,95.20341771908568
31,pinfobs,ew,4.016094747081411
31,robs,ea,0.034398884746422095
31,robs,eb,1.1726341215665042
31,robs,eg,0.004970579951174084
31,robs,eqs,0.2312729708346741
31,robs,em,1.082972785882324
31,robs,epinf,93.14127194148894
31,robs,ew,4.332478715529961
32,dy,ea,1.4075817563344555
32,dy,eb,46.805221802051065
32,dy,eg,2.3615709265153533
32,dy,eqs,10.538517994932436
32,dy,em,8.535181300470889
32,dy,epinf,27.442843112505205
32,dy,ew,2.90908310719061
32,pinfobs,ea,0.026037041400429343
32,pinfobs,eb,0.3311405318303465
32,pinfobs,eg,0.0011690356745245665
32,pinfobs,eqs,0.17043850674732525
32,pinfobs,em,0.23936785137508976
32,pinfobs,epinf,95.27834107403365
32,pinfobs,ew,3.9535059589386363
32,robs,ea,0.03366975362351186
32,robs,eb,1.1329113388476668
32,robs,eg,0.004802872860943896
32,robs,eqs,0.22794632047232155
32,robs,em,1.0515946730776324
32,robs,epinf,93.30367383904228
32,robs,ew,4.245401202075656
33,dy,ea,1.4080036800672704
33,dy,eb,46.80206373875846
33,dy,eg,2.3614068760021385
33,dy,eqs,10.538821352309045
33,dy,em,8.53481419639547
33,dy,epinf,27.441255788002234
33,dy,ew,2.9136343684653703
33,pinfobs,ea,0.025608506117622817
33,pinfobs,eb,0.32433484427413195
33,pinfobs,eg,0.0011417447979365494
33,pinfobs,eqs,0.1677917383145939
33,pinfobs,em,0.23733301879793112
33,pinfobs,epinf,95.3508343073122
33,pinfobs,ew,3.8929558403855853
33,robs,ea,0.03299522463962796
33,robs,eb,1.0957972594313106
33,robs,eg,0.004646657592331244
33,robs,eqs,0.22467356269690889
33,robs,em,1.0220601647105159
33,robs,epinf,93.4581826865752
33,robs,ew,4.161644444354114
34,dy,ea,1.4084246022120515
34,dy,eb,46.799110054334214
34,dy,eg,2.3612529724544706
34,dy,eqs,10.539233502393403
34,dy,em,8.534488556453326
34,dy,epinf,27.4395931730822
34,dy,ew,2.9178971390703348
34,pinfobs,ea,0.02519904525395829
34,pinfobs,eb,0.3178599772482007
34,pinfobs,eg,0.001115873448800846
34,pinfobs,eqs,0.16521810723362065
34,pinfobs,em,0.23526660348960066
34,pinfobs,epinf,95.4209383784415
34,pinfobs,ew,3.8344020148842994
34,robs,ea,0.03236967050721333
34,robs,eb,1.0610798171228848
34,robs,eg,0.0045008992275394994
34,robs,eqs,0.22145953026941906
34,robs,em,0.9942310409219683
34,robs,epinf,93.60523859576358
34,robs,ew,4.081120446187395
35,dy,ea,1.408844954186189
35,dy,eb,46.79632383602468
35,dy,eg,2.361107828207889
35,dy,eqs,10.539729975416408
35,dy,em,8.534196245993172
35,dy,epinf,27.437906609195355
35,dy,ew,2.9218905509762827
35,pinfobs,ea,0.024807595269486223
35,pinfobs,eb,0.3116969488299076
35,pinfobs,eg,0.0010913324725360912
35,pinfobs,eqs,0.16272040967565915
35,pinfobs,em,0.23318240202608795
35,pinfobs,epinf,95.48870332567657
35,pinfobs,ew,3.777797986049765
35,robs,ea,0.03178818793691218
35,robs,eb,1.028566837216211
35,robs,eg,0.004364680528113865
35,robs,eqs,0.21830868919286017
35,robs,em,0.9679823193590665
35,robs,epinf,93.74525877214303
35,robs,ew,4.003730513623797
36,dy,ea,1.4092644707077493
36,dy,eb,46.7936626351469
36,dy,eg,2.3609696590881657
36,dy,eqs,10.540286730817991
36,dy,em,8.533927971407413
36,dy,epinf,27.43625559165443
36,dy,ew,2.925632941177347
36,pinfobs,ea,0.024433162267779814
36,pinfobs,eb,0.30582743478057534
36,pinfobs,eg,0.001068038998006319
36,pinfobs,eqs,0.16029990162577504
36,pinfobs,em,0.2310916675043258
36,pinfobs,epinf,95.55418546797753
36,pinfobs,ew,3.7230943268460224
36,robs,ea,0.031246488425433896
36,robs,eb,0.9980838428907861
36,robs,eg,0.004237185495043142
36,robs,eqs,0.21522485923303217
36,robs,em,0.9432004582486591
36,robs,epinf,93.87863803895615
36,robs,ew,3.9293691267509034
37,dy,ea,1.4096823914185086
37,dy,eb,46.79108128149728
37,dy,eg,2.3608364210855015
37,dy,eqs,10.54088102621731
37,dy,em,8.53367390906768
37,dy,epinf,27.434703676171416
37,dy,ew,2.929141294542302
37,pinfobs,ea,0.02407481546625842
37,pinfobs,eb,0.30023402591446946
37,pinfobs,eg,0.0010459159468974282
37,pinfobs,eqs,0.15795673243325023
37,pinfobs,em,0.22900359260427258
37,pinfobs,epinf,95.6174453086754
37,pinfobs,ew,3.670239608959443
37,robs,ea,0.030740806965695974
37,robs,eb,0.9694722277531509
37,robs,eg,0.00411768567535061
37,robs,eqs,0.21221110441534222
37,robs,em,0.9197819397455522
37,robs,epinf,94.0057493231992
37,robs,ew,3.857926912245709
38,dy,ea,1.4100976330602149
38,dy,eb,46.7885341512288
38,dy,eg,2.360705939781213
38,dy,eqs,10.541491981743961
38,dy,em,8.533424231269434
38,dy,epinf,27.433315023481597
38,dy,ew,2.9324310394347735
38,pinfobs,ea,0.02373168228890527
38,pinfobs,eb,0.2949003573332615
38,pinfobs,eg,0.0010248916131697645
