horizon,variable,shock,variance_share
39,pinfobs,ea,3.8052741445226785
39,pinfobs,eb,0.6496369786911751
39,pinfobs,eg,0.7865274638701292
39,pinfobs,eqs,5.032891816485754
39,pinfobs,em,5.064577232279004
39,pinfobs,epinf,29.152334502126852
39,pinfobs,ew,55.508757862024396
39,robs,ea,9.58878649074677
39,robs,eb,7.901732973746503
39,robs,eg,3.035554648787513
39,robs,eqs,27.651613828028175
39,robs,em,15.294591417619166
39,robs,epinf,6.518838583023827
39,robs,ew,30.00888205804804
40,dy,ea,14.662355743175459
40,dy,eb,20.241637747266005
40,dy,eg,26.936018788511166
40,dy,eqs,21.74256537051655
40,dy,em,6.1169591579975835
40,dy,epinf,4.4322380489251705
40,dy,ew,5.868225143608057
40,pinfobs,ea,3.8037841406087396
40,pinfobs,eb,0.648412959034306
40,pinfobs,eg,0.7915081184684952
40,pinfobs,eqs,5.030354587640991
40,pinfobs,em,5.0551515866489725
40,pinfobs,epinf,29.098218116897456
40,pinfobs,ew,55.57257049070103
40,robs,ea,9.583880277990476
40,robs,eb,7.879320703041041
40,robs,eg,3.0509865846584496
40,robs,eqs,27.60455092298568
40,robs,em,15.251788452250267
40,robs,epinf,6.504683676597247
40,robs,ew,30.124789382476823
