horizon,variable,shock,variance_share
15,dy,ea,14.315038908763187
15,dy,eb,20.61486543222772
15,dy,eg,27.40937073483783
15,dy,eqs,21.934659171232102
15,dy,em,6.185518272026262
15,dy,epinf,4.066274222744936
15,dy,ew,5.4742732581679725
15,pinfobs,ea,4.040950086885261
15,pinfobs,eb,0.7038327871931671
15,pinfobs,eg,0.661763396656346
15,pinfobs,eqs,5.208709133246141
15,pinfobs,em,5.467612038108598
15,pinfobs,epinf,31.47261199762326
15,pinfobs,ew,52.44452056028722
15,robs,ea,10.16307688494965
15,robs,eb,8.690938571467306
15,robs,eg,2.6495382997242767
15,robs,eqs,29.54416799804554
15,robs,em,16.783384378935224
15,robs,epinf,7.014461825384936
15,robs,ew,25.154432041493063
16,dy,ea,14.333751293140443
16,dy,eb,20.571468494059953
16,dy,eg,27.354534032400878
16,dy,eqs,21.954974455150893
16,dy,em,6.1894318384584315
16,dy,epinf,4.131428445761295
16,dy,ew,5.464411441028108
16,pinfobs,ea,4.011930043624996
16,pinfobs,eb,0.6988913267718129
16,pinfobs,eg,0.6675151961856043
16,pinfobs,eqs,5.171120577433223
16,pinfobs,em,5.439235742475909
16,pinfobs,epinf,31.282053680967287
16,pinfobs,ew,52.72925343254118
16,robs,ea,10.094127393759505
16,robs,eb,8.624620938955152
16,robs,eg,2.6647742674718
16,robs,eqs,29.365429471461436
16,robs,em,16.667774616350616
16,robs,epinf,6.986698763401061
16,robs,ew,25.596574548600426
17,dy,ea,14.356745935811155
17,dy,eb,20.534136449348157
17,dy,eg,27.307392186680335
17,dy,eqs,21.96162756598753
17,dy,em,6.1891848578449125
17,dy,epinf,4.19048813917679
17,dy,ew,5.460424865151126
17,pinfobs,ea,3.986999670275927
17,pinfobs,eb,0.6945422404321308
17,pinfobs,eg,0.6730116464366186
17,pinfobs,eqs,5.139097149262481
17,pinfobs,em,5.411169208012737
17,pinfobs,epinf,31.117181617414087
17,pinfobs,ew,52.97799846816602
17,robs,ea,10.036759619104881
17,robs,eb,8.569289459751674
17,robs,eg,2.680732166719274
17,robs,eqs,29.192538462890028
17,robs,em,16.56832015305902
17,robs,epinf,6.965884471920669
17,robs,ew,25.986475666554455
18,dy,ea,14.38184331050189
18,dy,eb,20.501675942722475
18,dy,eg,27.26636545164034
18,dy,eqs,21.9588928607718
18,dy,em,6.186294081033612
18,dy,epinf,4.242129007017685
18,dy,ew,5.462799346312218
18,pinfobs,ea,3.9652916437592425
18,pinfobs,eb,0.690705142875257
18,pinfobs,eg,0.6783307197994728
18,pinfobs,eqs,5.11285420608488
18,pinfobs,em,5.384261476341896
18,pinfobs,epinf,30.970468671109952
18,pinfobs,ew,53.1980881400293
18,robs,ea,9.98787389129928
18,robs,eb,8.52168167472234
18,robs,eg,2.697070759814817
18,robs,eqs,29.032681846361204
18,robs,em,16.4803307445058
18,robs,epinf,6.947898916945872
18,robs,ew,26.332462166350695
19,dy,ea,14.407498243457177
19,dy,eb,20.47318434343812
19,dy,eg,27.23029030694164
19,dy,eqs,21.95004213208953
19,dy,em,6.181866436101954
19,dy,epinf,4.285945478386769
19,dy,ew,5.471173059584788
19,pinfobs,ea,3.946173038110168
19,pinfobs,eb,0.6872971504101637
19,pinfobs,eg,0.6835314867759963
19,pinfobs,eqs,5.092116814907919
19,pinfobs,em,5.358933979209859
19,pinfobs,epinf,30.83681383110796
19,pinfobs,ew,53.39513369947794
19,robs,ea,9.945268938233513
19,robs,eb,8.479492887581847
19,robs,eg,2.713572231457453
19,robs,eqs,28.889161493600003
19,robs,em,16.400622518590033
19,robs,epinf,6.9302063505252445
19,robs,ew,26.641675580011903
20,dy,ea,14.432666711523352
20,dy,eb,20.447978568420275
20,dy,eg,27.198306234613252
20,dy,eqs,21.93748642882671
20,dy,em,6.176672896698738
20,dy,epinf,4.322169128257544
20,dy,ew,5.484720031660137
20,pinfobs,ea,3.9291888452170074
20,pinfobs,eb,0.6842407196173435
20,pinfobs,eg,0.6886586357798733
20,pinfobs,eqs,5.0763154673337665
20,pinfobs,em,5.335325492635023
20,pinfobs,epinf,30.712818187203695
20,pinfobs,ew,53.573452652213284
20,robs,ea,9.907421390673147
20,robs,eb,8.441102784951676
20,robs,eg,2.730106642122095
20,robs,eqs,28.76271850315269
20,robs,em,16.326998077294505
20,robs,epinf,6.9114487940289004
20,robs,ew,26.920203807776982
21,dy,ea,14.45668529054355
21,dy,eb,20.425537003150048
21,dy,eg,27.16976839193532
21,dy,eqs,21.922941630581917
21,dy,em,6.171224888262115
21,dy,epinf,4.351428413652168
21,dy,ew,5.502414381874873
21,pinfobs,ea,3.914013148616633
21,pinfobs,eb,0.6814677205260163
21,pinfobs,eg,0.6937457321916138
21,pinfobs,eqs,5.064732692734403
21,pinfobs,em,5.313400782597684
21,pinfobs,epinf,30.59625050604055
21,pinfobs,ew,53.736389417293104
21,robs,ea,9.8733022834159
21,robs,eb,8.40537964124729
21,robs,eg,2.746604072262792
21,robs,eqs,28.652509538022752
21,robs,em,16.25791502393527
21,robs,epinf,6.891086294640224
21,robs,ew,27.17320314647578
22,dy,ea,14.479169636004235
22,dy,eb,20.405455024673298
22,dy,eg,27.14418336953649
22,dy,eqs,21.907586464053928
22,dy,em,6.165842742214525
22,dy,epinf,4.374561117576795
22,dy,ew,5.523201645940721
22,pinfobs,ea,3.900409851304762
22,pinfobs,eb,0.6789209914590953
22,pinfobs,eg,0.698817584242525
22,pinfobs,eqs,5.05660713062194
22,pinfobs,em,5.2930284781798616
22,pinfobs,epinf,30.485662226689797
22,pinfobs,ew,53.88655373750203
22,robs,ea,9.842231115885957
22,robs,eb,8.371540135491083
22,robs,eg,2.7630336811401732
22,robs,eqs,28.556805278549625
22,robs,em,16.192274741044386
22,robs,epinf,6.869102842369649
22,robs,ew,27.405012205519125
23,dy,ea,14.499933081643954
23,dy,eb,20.38741234041478
23,dy,eg,27.121163583396186
23,dy,eqs,21.892199067204153
23,dy,em,6.160712079880577
23,dy,epinf,4.39247873775798
23,dy,ew,5.546101109702381
23,pinfobs,ea,3.88820286718746
23,pinfobs,eb,0.6765543126097378
23,pinfobs,eg,0.7038919891831767
23,pinfobs,eqs,5.051202729720477
23,pinfobs,em,5.274034185777951
23,pinfobs,epinf,30.380116985164936
23,pinfobs,ew,54.02599693035627
23,robs,ea,9.813764125833226
23,robs,eb,8.339049008569303
23,robs,eg,2.779388507484925
23,robs,eqs,28.473472475440953
23,robs,em,16.12928706322522
23,robs,epinf,6.845781658076208
23,robs,ew,27.61925716137017
24,dy,ea,14.518923777401465
24,dy,eb,20.371149693958735
24,dy,eg,27.100395783452463
24,dy,eqs,21.877267960215928
24,dy,em,6.155927578391223
24,dy,epinf,4.406075912704022
24,dy,ew,5.57025929387617
24,pinfobs,ea,3.8772546542528463
24,pinfobs,eb,0.6743314746385057
24,pinfobs,eg,0.7089810570097272
24,pinfobs,eqs,5.047850739032033
24,pinfobs,em,5.256234589476406
24,pinfobs,epinf,30.279005491897504
24,pinfobs,ew,54.15634199369298
24,robs,ea,9.78761172922841
24,robs,eb,8.30754722285865
24,robs,eg,2.795674801830231
24,robs,eqs,28.400291941169037
24,robs,em,16.06838231061516
24,robs,epinf,6.821544358109957
24,robs,ew,27.818947636188557
25,dy,ea,14.536177661175454
25,dy,eb,20.356452582568433
25,dy,eg,27.081619775933124
25,dy,eqs,21.863078340622952
25,dy,em,6.151525363201442
25,dy,epinf,4.416175682255425
25,dy,ew,5.594970594243166
25,pinfobs,ea,3.8674515512139322
25,pinfobs,eb,0.6722249086756387
25,pinfobs,eg,0.7140922490455727
25,pinfobs,eqs,5.045971473964037
25,pinfobs,em,5.239457591488748
25,pinfobs,epinf,30.18192224451846
25,pinfobs,ew,54.27887998109361
25,robs,ea,9.763579650112636
25,robs,eb,8.276800485785037
25,robs,eg,2.8119048052578126
25,robs,eqs,28.335155641213213
25,robs,em,16.009152622509475
25,robs,epinf,6.7968438552369905
25,robs,ew,28.006562939884827
26,dy,ea,14.551784289926134
26,dy,eb,20.343140015800955
26,dy,eg,27.064614271052744
26,dy,eqs,21.849776905354137
26,dy,em,6.147505990961411
26,dy,epinf,4.423501336774409
26,dy,ew,5.619677190130204
26,pinfobs,ea,3.858694332670254
26,pinfobs,eb,0.6702141822694757
26,pinfobs,eg,0.7192292231717554
26,pinfobs,eqs,5.045081810508865
26,pinfobs,em,5.22355267299353
26,pinfobs,epinf,30.08858576807541
26,pinfobs,ew,54.39464201031071
26,robs,ea,9.741528540909536
26,robs,eb,8.246662314252461
26,robs,eg,2.828092071702981
26,robs,eqs,28.276177408381358
26,robs,em,15.95131138292576
26,robs,epinf,6.7720993684126665
26,robs,ew,28.18412891341523
27,dy,ea,14.565862730577253
27,dy,eb,20.33105678948978
27,dy,eg,27.049187550298004
27,dy,eqs,21.837419126314632
27,dy,em,6.143850100509114
27,dy,epinf,4.428666720529646
27,dy,ew,5.643956982281568
27,pinfobs,ea,3.850892551438571
27,pinfobs,eb,0.6682845462729782
27,pinfobs,eg,0.7243925444126575
27,pinfobs,eqs,5.044793217396886
27,pinfobs,em,5.208394760749549
27,pinfobs,epinf,29.998788596152696
27,pinfobs,ew,54.50445378357666
27,robs,ea,9.721347524357311
27,robs,eb,8.217047488443185
27,robs,eg,2.844248617768358
27,robs,eqs,28.221744101234936
27,robs,em,15.894663930554614
27,robs,epinf,6.747662385499457
27,robs,ew,28.353285952142134
28,dy,ea,14.578545084463896
28,dy,eb,20.320068152947947
28,dy,eg,27.03517130507993
28,dy,eqs,21.826002811669003
28,dy,em,6.140528617090606
28,dy,epinf,4.432178418760443
28,dy,ew,5.667505609988148
28,pinfobs,ea,3.843961479198869
28,pinfobs,eb,0.6664256332162524
28,pinfobs,eg,0.7295802966513582
28,pinfobs,eqs,5.044804031084416
28,pinfobs,em,5.1938840645489845
28,pinfobs,epinf,29.912366941293282
28,pinfobs,ew,54.608977554006835
28,robs,ea,9.702937853956115
28,robs,eb,8.187912943913458
28,robs,eg,2.8603833510763312
28,robs,eqs,28.170527462958788
28,robs,em,15.839085504955081
28,robs,epinf,6.72380393383481
28,robs,ew,28.51534894930542
29,dy,ea,14.589965651241496
29,dy,eb,20.310056074777737
29,dy,eg,27.022416509975155
29,dy,eqs,21.815491313181028
29,dy,em,6.137509076498016
29,dy,epinf,4.434444862575616
29,dy,ew,5.690116511750952
29,pinfobs,ea,3.8378207191831057
29,pinfobs,eb,0.6646303509706741
29,pinfobs,eg,0.7347886162168663
29,pinfobs,eqs,5.044888696917711
29,pinfobs,em,5.179943652520436
29,pinfobs,epinf,29.8291829593121
29,pinfobs,ew,54.7087450048791
29,robs,ea,9.686203659852822
29,robs,eb,8.159244007469274
29,robs,eg,2.8765013671382995
29,robs,eqs,28.121471549824946
29,robs,em,15.784504062013413
29,robs,epinf,6.700715426007503
29,robs,ew,28.671359927693736
30,dy,ea,14.600254155149923
30,dy,eb,20.300916561433066
30,dy,eg,27.010790571108778
30,dy,eqs,21.805829141111577
30,dy,em,6.134759294274355
30,dy,epinf,4.435788817619903
30,dy,ew,5.711661459302402
30,pinfobs,ea,3.832393808586155
30,pinfobs,eb,0.6628939796389025
30,pinfobs,eg,0.7400121588914453
30,pinfobs,eqs,5.044885880210863
30,pinfobs,em,5.166515970336935
30,pinfobs,epinf,29.74911476336677
30,pinfobs,ew,54.804183438968934
30,robs,ea,9.671047449389606
30,robs,eb,8.131044489718803
30,robs,eg,2.8926038151137345
30,robs,eqs,28.07376631944185
30,robs,em,15.730886582004795
30,robs,epinf,6.678517263531539
30,robs,ew,28.82213408079969
31,dy,ea,14.609531823617273
31,dy,eb,20.292557663165866
31,dy,eg,27.000175257561988
31,dy,eqs,21.79695215509461
31,dy,em,6.132249293008163
31,dy,epinf,4.436460894046254
31,dy,ew,5.732072913505837
31,pinfobs,ea,3.8276083352186343
31,pinfobs,eb,0.6612134587630232
31,pinfobs,eg,0.7452445067751362
31,pinfobs,eqs,5.044686700342392
31,pinfobs,em,5.153559081093904
31,pinfobs,epinf,29.672050996982335
31,pinfobs,ew,54.89563692082457
31,robs,ea,9.657368632638434
31,robs,eb,8.103329575780862
31,robs,eg,2.9086881178349935
31,robs,eqs,28.02681466806549
31,robs,em,15.67822805477588
31,robs,epinf,6.6572710813902995
31,robs,ew,28.96829986951404
32,dy,ea,14.617909413441152
32,dy,eb,20.284897928426947
32,dy,eg,26.990465106724233
32,dy,eqs,21.788793974731973
32,dy,em,6.1299521400542245
32,dy,epinf,4.436652613700535
32,dy,ew,5.751328822920945
32,pinfobs,ea,3.8233962569525755
32,pinfobs,eb,0.6595868414211148
32,pinfobs,eg,0.7504785190132748
32,pinfobs,eqs,5.044223847527077
32,pinfobs,em,5.141043088742394
32,pinfobs,epinf,29.59788794691043
32,pinfobs,ew,54.98338349943314
32,robs,ea,9.645063833845597
32,robs,eb,8.076120757105693
32,robs,eg,2.9247483954402917
32,robs,eqs,27.980197728605795
32,robs,em,15.62654263102899
32,robs,epinf,6.636992908417237
32,robs,ew,29.110333745556403
33,dy,ea,14.625486523547423
33,dy,eb,20.27786515383734
33,dy,eg,26.981566115982545
33,dy,eqs,21.78128981976736
33,dy,em,6.127844143386837
33,dy,epinf,4.436508221551886
33,dy,ew,5.7694400219266075
33,pinfobs,ea,3.8196942354546124
33,pinfobs,eb,0.6580128879709366
33,pinfobs,eg,0.7557066295827747
33,pinfobs,eqs,5.043461984168637
33,pinfobs,em,5.1289469888673205
33,pinfobs,epinf,29.526527977164342
33,pinfobs,ew,55.06764929679137
33,robs,ea,9.634028134711778
33,robs,eb,8.049442259309405
33,robs,eg,2.9407759892392926
33,robs,eqs,27.933641431086958
33,robs,em,15.575856586633396
33,robs,epinf,6.617665587195801
33,robs,ew,29.24859001182336
34,dy,ea,14.632351722060957
34,dy,eb,20.271395333896095
34,dy,eg,26.973394611279744
34,dy,eqs,21.774378647393743
34,dy,em,6.125904700313298
34,dy,epinf,4.436134874750627
34,dy,ew,5.786440110305535
34,pinfobs,ea,3.8164438830277474
34,pinfobs,eb,0.6564907724573396
34,pinfobs,eg,0.7609210953915571
34,pinfobs,eqs,5.042389585682848
34,pinfobs,em,5.117256045372342
34,pinfobs,epinf,29.457878591193793
34,pinfobs,ew,55.14862002687438
34,robs,ea,9.624156687105438
34,robs,eb,8.023318570265928
34,robs,eg,2.9567600168599375
34,robs,eqs,27.886986042612584
34,robs,em,15.526202826191787
34,robs,epinf,6.599249571261945
34,robs,ew,29.383326285702378
35,dy,ea,14.638583157825272
35,dy,eb,20.265431751486837
35,dy,eg,26.965876231703973
35,dy,eqs,21.76800419379293
35,dy,em,6.124115984178209
35,dy,epinf,4.435611130102043
35,dy,ew,5.802377550910735
35,pinfobs,ea,3.8135918799418356
35,pinfobs,eb,0.6550198771832746
35,pinfobs,eg,0.7661141983711186
35,pinfobs,eqs,5.041012214855858
35,pinfobs,em,5.105959701351275
35,pinfobs,epinf,29.39185175900281
35,pinfobs,ew,55.22645036929382
35,robs,ea,9.615346346374404
35,robs,eb,7.997772778490275
35,robs,eg,2.9726879144397405
35,robs,eqs,27.84015952108877
35,robs,em,15.477616692686485
35,robs,epinf,6.581691745497252
35,robs,ew,29.51472500142308
36,dy,ea,14.644249431591899
36,dy,eb,20.259924173509123
36,dy,eg,26.958944998363606
36,dy,eqs,21.762115334729394
36,dy,em,6.122462578793425
36,dy,epinf,4.434993821270865
36,dy,ew,5.8173096617416915
36,pinfobs,ea,3.811089956251421
36,pinfobs,eb,0.6535996544289592
36,pinfobs,eg,0.7712784057267299
36,pinfobs,eqs,5.03934712721321
36,pinfobs,em,5.095049981213333
36,pinfobs,epinf,29.328363341778225
36,pinfobs,ew,55.30127153338813
36,robs,ea,9.607497127357641
36,robs,eb,7.972825507404255
36,robs,eg,2.988545939109388
36,robs,eqs,27.793154933976567
36,robs,em,15.430132874040106
36,robs,epinf,6.564932251367073
36,robs,ew,29.642911366744972
37,dy,ea,14.649410578071409
37,dy,eb,20.25482813022357
37,dy,eg,26.95254245238388
37,dy,eqs,21.756666041824165
37,dy,em,6.120931120589067
37,dy,epinf,4.4343235059376935
37,dy,ew,5.831298170970223
37,pinfobs,ea,3.8088947528334582
37,pinfobs,eb,0.65222953802568
37,pinfobs,eg,0.7764064928852611
37,pinfobs,eqs,5.037419054119018
37,pinfobs,em,5.084520316401616
37,pinfobs,epinf,29.26733255436455
37,pinfobs,ew,55.373197291370424
37,robs,ea,9.600513387726668
37,robs,eb,7.9484942856200185
37,robs,eg,3.0043196171811193
37,robs,eqs,27.746011828373696
37,robs,em,15.383783216066316
37,robs,epinf,6.54890949232558
37,robs,ew,29.767968172706606
38,dy,ea,14.654119063871974
38,dy,eb,20.25010426537353
38,dy,eg,26.946616855647378
38,dy,eqs,21.751615114243027
38,dy,em,6.119509977178147
38,dy,epinf,4.433628698082375
38,dy,ew,5.844406025603579
38,pinfobs,ea,3.806967586210803
38,pinfobs,eb,0.6509088910110048
38,pinfobs,eg,0.7814916338747371
38,pinfobs,eqs,5.035256990745953
38,pinfobs,em,5.074364719297847
38,pinfobs,epinf,29.208681458730055
38,pinfobs,ew,55.44232872012961
38,robs,ea,9.594304709622985
38,robs,eb,7.924793233245856
38,robs,eg,3.019994131736447
38,robs,eqs,27.69880122802754
38,robs,em,15.33859526945556
38,robs,epinf,6.533563589034797
38,robs,ew,29.88994783887681
39,dy,ea,14.658420743771327
39,dy,eb,20.245717748971757
39,dy,eg,26.941122452044112
39,dy,eqs,21.746925799216605
39,dy,em,6.11818897243424
39,dy,epinf,4.432929102178621
39,dy,ew,5.856695181383321
